fastestLapTime
103.066
103.96
104.165
105.129
104.897
108.04
106.039
104.289
93.864
95.635
94.202
92.568
95.281
92.917
92.634
97.064
81.761
81.047
94.569
94.766
93.21
97.332
93.366
93.066
90.318
90.269
93.35
79.361
79.425
79.727
78.479
80.314
80.579
81.146
81.105
81.254
80.657
82.011
80.911
78.942
102.66
104.825
102.701
80.979
82.425
80.767
79.252
81.083
107.5
97.108
97.02
99.732
99.438
99.272
101.791
99.565
106.224
92.478
92.616
93.691
94.564
93.186
109.947
106.695
98.264
99.961
98.677
98.407
104.319
79.908
81.298
80.548
101.462
98.625
100.314
98.716
98.459
99.261
100.399
102.566
74.672
97.176
98.091
98.587
100.041
98.284
97.481
98.919
73.06
73.317
74.847
74.036
72.581
74.476
72.746
74.332
89.156
88.746
106.312
92.888
101.151
89.128
90.28
86.608
82.179
83.23
87.38
85.724
87.419
87.983
88.229
88.704
80.752
80.846
81.876
83.035
82.008
81.494
82.522
80.224
81.338
82.529
81.346
81.545
84.137
82.866
82.098
82.305
112.716
116.347
114.203
114.159
129.985
115.9
88.004
88.206
115.649
113.612
129.072
114.532
112.974
113.276
115.247
114.0
113.707
110.511
113.879
114.09
112.512
112.413
113.483
112.953
89.12
89.499
90.485
86.85
89.883
88.883
89.401
108.459
113.283
113.948
113.707
112.519
113.543
112.762
113.213
112.007
90.521
89.283
88.486
90.28
110.417
116.769
112.115
112.872
89.366
89.856
89.107
88.588
89.121
92.569
89.449
88.559
89.68
88.942
88.342
89.375
89.245
89.141
90.083
90.758
116.472
115.372
114.103
115.985
113.51
114.021
114.669
101.606
111.915
115.302
115.641
112.814
114.702
113.556
112.231
113.562
115.416
111.6
112.551
189.504
112.426
113.45
115.753
111.721
112.569
111.937
113.807
115.684
112.515
113.538
111.639
111.761
102.971
104.255
101.379
104.44
106.226
103.808
146.788
102.831
100.896
103.076
102.022
103.979
101.929
101.932
101.474
102.888
107.407
102.685
104.03
102.924
103.05
102.55
108.268
104.075
101.36
102.179
102.919
102.879
103.822
101.964
102.63
104.461
106.869
107.424
107.736
104.826
107.508
106.739
105.552
107.897
74.55
75.387
74.774
74.875
74.229
74.544
74.144
105.599
74.963
74.101
74.834
73.999
74.018
74.07
73.728
74.81
104.18
103.006
102.505
104.287
101.689
73.555
73.619
74.313
100.16
101.134
101.196
100.402
102.081
102.3
102.379
118.376
99.32
99.269
101.65
101.825
100.698
99.762
102.175
100.108
106.824
108.748
108.398
99.312
99.443
101.246
98.785
99.666
107.431
105.777
108.933
105.808
104.496
105.686
107.698
105.727
91.235
90.756
90.012
91.781
91.767
90.666
90.424
91.784
90.58
90.468
91.473
90.563
88.918
91.068
93.064
91.411
102.896
102.875
102.257
103.337
103.62
89.483
89.236
89.898
103.375
102.169
104.366
103.323
102.624
103.067
102.228
101.473
73.709
72.858
74.254
73.953
75.274
73.156
73.187
72.142
78.819
79.978
111.041
72.217
72.598
72.595
72.884
72.586
83.13
78.936
81.514
79.491
78.64
79.399
80.112
79.321
78.616
78.614
78.529
78.504
80.226
78.759
79.171
79.65
107.753
105.982
110.929
104.675
108.527
108.249
107.782
105.475
111.473
105.373
100.287
92.797
91.56
94.295
92.612
92.872
103.125
102.062
108.46
104.124
103.99
106.056
103.648
104.812
104.822
105.07
105.345
105.312
104.088
104.514
