grid,year,circuitRef,location,trackLength,trackTurns,driverRef,driverNationality,constructorRef,constructorNationality
21,2011,nurburgring,Nürburg,5.148,15,ambrosio,Belgian,virgin,British
2,2006,nurburgring,Nürburg,5.148,15,michael_schumacher,German,ferrari,Italian
6,2019,hockenheimring,Hockenheim,4.574,16,grosjean,French,haas,American
14,2003,monaco,Monte-Carlo,3.337,19,heidfeld,German,sauber,Swiss
1,2003,interlagos,São Paulo,4.309,15,barrichello,Brazilian,ferrari,Italian
10,2001,red_bull_ring,Spielberg,4.318,10,panis,French,bar,British
7,2018,spa,Spa,7.004,20,max_verstappen,Dutch,red_bull,Austrian
18,2017,sochi,Sochi,5.848,15,ericsson,Swedish,sauber,Swiss
8,2001,albert_park,Melbourne,5.278,16,villeneuve,Canadian,bar,British
7,2015,hungaroring,Budapest,4.381,14,kvyat,Russian,red_bull,Austrian
3,1996,suzuka,Suzuka,5.807,18,michael_schumacher,German,ferrari,Italian
7,2005,indianapolis,Indianapolis,4.192,13,barrichello,Brazilian,ferrari,Italian
2,2009,nurburgring,Nürburg,5.148,15,barrichello,Brazilian,brawn,British
9,2008,shanghai,Shanghai,5.451,16,heidfeld,German,bmw_sauber,German
10,1997,interlagos,São Paulo,4.309,15,ralf_schumacher,German,jordan,Irish
5,2004,suzuka,Suzuka,5.807,18,button,British,bar,British
14,2000,albert_park,Melbourne,5.278,16,wurz,Austrian,benetton,Italian
15,2003,indianapolis,Indianapolis,4.192,13,frentzen,German,sauber,Swiss
1,2015,sepang,Kuala Lumpur,5.543,15,hamilton,British,mercedes,German
9,2006,nurburgring,Nürburg,5.148,15,villeneuve,Canadian,bmw_sauber,German
22,2016,yas_marina,Abu Dhabi,5.281,16,ericsson,Swedish,sauber,Swiss
13,2022,jeddah,Jeddah,6.174,27,stroll,Canadian,aston_martin,British
11,2017,monaco,Monte-Carlo,3.337,19,kevin_magnussen,Danish,haas,American
10,2020,bahrain,Sakhir,5.412,15,stroll,Canadian,racing_point,British
1,1998,hungaroring,Budapest,4.381,14,hakkinen,Finnish,mclaren,British
6,2004,imola,Imola,4.909,19,alonso,Spanish,renault,French
2,2013,villeneuve,Montreal,4.361,14,hamilton,British,mercedes,German
10,2015,americas,Austin,5.513,20,grosjean,French,lotus_f1,British
7,1999,hungaroring,Budapest,4.381,14,wurz,Austrian,benetton,Italian
18,2022,ricard,Le Castellet,5.842,15,latifi,Canadian,williams,British
9,2022,rodriguez,Mexico City,4.304,17,alonso,Spanish,alpine,French
15,2018,monza,Monza,5.793,11,leclerc,Monegasque,sauber,Swiss
5,2018,spa,Spa,7.004,20,grosjean,French,haas,American
1,1996,hungaroring,Budapest,4.381,14,michael_schumacher,German,ferrari,Italian
11,2010,hungaroring,Budapest,4.381,14,button,British,mclaren,British
9,2018,albert_park,Melbourne,5.278,16,sainz,Spanish,renault,French
21,2007,magny_cours,Magny Cours,4.411,16,sutil,German,spyker,Dutch
11,2002,imola,Imola,4.909,19,massa,Brazilian,sauber,Swiss
12,2018,ricard,Le Castellet,5.842,15,hulkenberg,German,renault,French
3,2010,albert_park,Melbourne,5.278,16,alonso,Spanish,ferrari,Italian
16,2011,yas_marina,Abu Dhabi,5.281,16,kobayashi,Japanese,sauber,Swiss
7,2017,marina_bay,Marina Bay,4.94,19,hulkenberg,German,renault,French
10,2014,americas,Austin,5.513,20,maldonado,Venezuelan,lotus_f1,British
24,2011,spa,Spa,7.004,20,michael_schumacher,German,mercedes,German
19,2007,indianapolis,Indianapolis,4.192,13,liuzzi,Italian,toro_rosso,Italian
10,2009,bahrain,Sakhir,5.412,15,raikkonen,Finnish,ferrari,Italian
5,2022,yas_marina,Abu Dhabi,5.281,16,hamilton,British,mercedes,German
11,1999,red_bull_ring,Spielberg,4.318,10,damon_hill,British,jordan,Irish
16,2014,americas,Austin,5.513,20,grosjean,French,lotus_f1,British
3,2004,spa,Spa,7.004,20,alonso,Spanish,renault,French
2,2013,albert_park,Melbourne,5.278,16,webber,Australian,red_bull,Austrian
3,2008,sepang,Kuala Lumpur,5.543,15,trulli,Italian,toyota,Japanese
22,2010,monaco,Monte-Carlo,3.337,19,bruno_senna,Brazilian,hrt,Spanish
4,2016,catalunya,Montmeló,4.657,14,max_verstappen,Dutch,red_bull,Austrian
15,1997,interlagos,São Paulo,4.309,15,nakano,Japanese,prost,French
18,2004,sepang,Kuala Lumpur,5.543,15,pantano,Italian,jordan,Irish
17,2018,catalunya,Montmeló,4.657,14,ericsson,Swedish,sauber,Swiss
4,2013,catalunya,Montmeló,4.657,14,raikkonen,Finnish,lotus_f1,British
24,2010,hungaroring,Budapest,4.381,14,yamamoto,Japanese,hrt,Spanish
9,2020,red_bull_ring,Spielberg,4.318,10,stroll,Canadian,racing_point,British
3,2010,hungaroring,Budapest,4.381,14,alonso,Spanish,ferrari,Italian
13,2013,albert_park,Melbourne,5.278,16,vergne,French,toro_rosso,Italian
10,2016,rodriguez,Mexico City,4.304,17,sainz,Spanish,toro_rosso,Italian
18,2015,spa,Spa,7.004,20,max_verstappen,Dutch,toro_rosso,Italian
9,2008,magny_cours,Magny Cours,4.411,16,piquet_jr,Brazilian,renault,French
18,2023,spa,Spa,7.004,20,sargeant,American,williams,British
11,2000,albert_park,Melbourne,5.278,16,ralf_schumacher,German,williams,British
3,1997,albert_park,Melbourne,5.278,16,michael_schumacher,German,ferrari,Italian
6,2014,shanghai,Shanghai,5.451,16,massa,Brazilian,williams,British
14,2015,interlagos,São Paulo,4.309,15,grosjean,French,lotus_f1,British
7,1999,suzuka,Suzuka,5.807,18,trulli,Italian,prost,French
22,2010,catalunya,Montmeló,4.657,14,glock,German,virgin,British
11,2007,nurburgring,Nürburg,5.148,15,rosberg,German,williams,British
6,2022,miami,Miami,5.412,19,hamilton,British,mercedes,German
17,2010,bahrain,Sakhir,5.412,15,petrov,Russian,renault,French
8,2023,spa,Spa,7.004,20,russell,British,mercedes,German
14,2005,catalunya,Montmeló,4.657,14,albers,Dutch,minardi,Italian
4,2013,monza,Monza,5.793,11,massa,Brazilian,ferrari,Italian
21,1997,jerez,Jerez de la Frontera,4.428,13,salo,Finnish,tyrrell,British
22,2016,silverstone,Silverstone,5.891,18,ericsson,Swedish,sauber,Swiss
12,2022,interlagos,São Paulo,4.309,15,mick_schumacher,German,haas,American
1,2017,red_bull_ring,Spielberg,4.318,10,bottas,Finnish,mercedes,German
11,2019,catalunya,Montmeló,4.657,14,albon,Thai,toro_rosso,Italian
7,2001,albert_park,Melbourne,5.278,16,trulli,Italian,jordan,Irish
3,2023,red_bull_ring,Spielberg,4.318,10,sainz,Spanish,ferrari,Italian
11,2014,interlagos,São Paulo,4.309,15,gutierrez,Mexican,sauber,Swiss
22,2013,suzuka,Suzuka,5.807,18,sutil,German,force_india,Indian
5,2010,albert_park,Melbourne,5.278,16,massa,Brazilian,ferrari,Italian
1,1999,spa,Spa,7.004,20,hakkinen,Finnish,mclaren,British
13,2006,sepang,Kuala Lumpur,5.543,15,liuzzi,Italian,toro_rosso,Italian
11,2011,monaco,Monte-Carlo,3.337,19,barrichello,Brazilian,williams,British
2,2010,catalunya,Montmeló,4.657,14,vettel,German,red_bull,Austrian
18,2019,interlagos,São Paulo,4.309,15,russell,British,williams,British
7,2000,catalunya,Montmeló,4.657,14,trulli,Italian,jordan,Irish
12,2012,shanghai,Shanghai,5.451,16,massa,Brazilian,ferrari,Italian
19,2006,interlagos,São Paulo,4.309,15,sato,Japanese,super_aguri,Japanese
20,2011,shanghai,Shanghai,5.451,16,trulli,Italian,lotus_racing,Malaysian
9,2023,suzuka,Suzuka,5.807,18,tsunoda,Japanese,alphatauri,Italian
7,2013,bahrain,Sakhir,5.412,15,webber,Australian,red_bull,Austrian
5,1996,suzuka,Suzuka,5.807,18,hakkinen,Finnish,mclaren,British
9,2011,sepang,Kuala Lumpur,5.543,15,rosberg,German,mercedes,German
18,2003,monza,Monza,5.793,11,baumgartner,Hungarian,jordan,Irish
12,2015,sochi,Sochi,5.848,15,nasr,Brazilian,sauber,Swiss
4,2005,silverstone,Silverstone,5.891,18,trulli,Italian,toyota,Japanese
13,2023,suzuka,Suzuka,5.807,18,albon,Thai,williams,British
4,2009,bahrain,Sakhir,5.412,15,button,British,brawn,British
7,2010,valencia,Valencia,5.419,25,button,British,mclaren,British
11,2010,valencia,Valencia,5.419,25,buemi,Swiss,toro_rosso,Italian
5,2011,monaco,Monte-Carlo,3.337,19,michael_schumacher,German,mercedes,German
16,2018,shanghai,Shanghai,5.451,16,sirotkin,Russian,williams,British
17,2000,indianapolis,Indianapolis,4.192,13,irvine,British,jaguar,British
21,1999,nurburgring,Nürburg,5.148,15,takagi,Japanese,arrows,British
4,2011,villeneuve,Montreal,4.361,14,webber,Australian,red_bull,Austrian
22,2006,albert_park,Melbourne,5.278,16,ide,Japanese,super_aguri,Japanese
9,2021,monza,Monza,5.793,11,stroll,Canadian,aston_martin,British
10,2023,vegas,Las Vegas,6.201,17,hamilton,British,mercedes,German
17,2023,red_bull_ring,Spielberg,4.318,10,zhou,Chinese,alfa,Swiss
17,2009,yas_marina,Abu Dhabi,5.281,16,sutil,German,force_india,Indian
14,2020,hungaroring,Budapest,4.381,14,ocon,French,renault,French
3,1999,catalunya,Montmeló,4.657,14,coulthard,British,mclaren,British
9,2017,spa,Spa,7.004,20,ocon,French,force_india,Indian
13,2012,monaco,Monte-Carlo,3.337,19,bruno_senna,Brazilian,williams,British
2,1999,nurburgring,Nürburg,5.148,15,coulthard,British,mclaren,British
14,2009,istanbul,Istanbul,5.338,14,kovalainen,Finnish,mclaren,British
18,2004,hungaroring,Budapest,4.381,14,baumgartner,Hungarian,minardi,Italian
14,2024,marina_bay,Marina Bay,4.94,19,kevin_magnussen,Danish,haas,American
7,1997,magny_cours,Magny Cours,4.411,16,wurz,Austrian,benetton,Italian
21,2016,yas_marina,Abu Dhabi,5.281,16,sainz,Spanish,toro_rosso,Italian
13,2004,spa,Spa,7.004,20,klien,Austrian,jaguar,British
15,1998,imola,Imola,4.909,19,takagi,Japanese,tyrrell,British
21,2001,catalunya,Montmeló,4.657,14,button,British,benetton,Italian
15,2023,suzuka,Suzuka,5.807,18,kevin_magnussen,Danish,haas,American
8,1996,silverstone,Silverstone,5.891,18,brundle,British,jordan,Irish
2,2006,villeneuve,Montreal,4.361,14,fisichella,Italian,renault,French
18,2016,interlagos,São Paulo,4.309,15,kevin_magnussen,Danish,renault,French
4,2010,monza,Monza,5.793,11,webber,Australian,red_bull,Austrian
15,2014,albert_park,Melbourne,5.278,16,bottas,Finnish,williams,British
13,1996,albert_park,Melbourne,5.278,16,coulthard,British,mclaren,British
12,2002,catalunya,Montmeló,4.657,14,fisichella,Italian,jordan,Irish
24,2010,bahrain,Sakhir,5.412,15,chandhok,Indian,hrt,Spanish
11,2018,red_bull_ring,Spielberg,4.318,10,ocon,French,force_india,Indian
1,2010,hungaroring,Budapest,4.381,14,vettel,German,red_bull,Austrian
16,2019,sochi,Sochi,5.848,15,gasly,French,toro_rosso,Italian
7,2023,yas_marina,Abu Dhabi,5.281,16,alonso,Spanish,aston_martin,British
4,1998,nurburgring,Nürburg,5.148,15,fisichella,Italian,benetton,Italian
11,2015,red_bull_ring,Spielberg,4.318,10,ericsson,Swedish,sauber,Swiss
1,2009,hungaroring,Budapest,4.381,14,alonso,Spanish,renault,French
8,2005,hungaroring,Budapest,4.381,14,button,British,bar,British
4,2023,catalunya,Montmeló,4.657,14,hamilton,British,mercedes,German
8,2015,catalunya,Montmeló,4.657,14,kvyat,Russian,red_bull,Austrian
16,2018,bahrain,Sakhir,5.412,15,grosjean,French,haas,American
10,2006,suzuka,Suzuka,5.807,18,rosberg,German,williams,British
4,2005,interlagos,São Paulo,4.309,15,button,British,bar,British
9,2022,marina_bay,Marina Bay,4.94,19,kevin_magnussen,Danish,haas,American
13,2020,imola,Imola,4.909,19,russell,British,williams,British
7,2003,villeneuve,Montreal,4.361,14,panis,French,toyota,Japanese
12,2009,catalunya,Montmeló,4.657,14,piquet_jr,Brazilian,renault,French
12,2010,villeneuve,Montreal,4.361,14,hulkenberg,German,williams,British
8,2017,shanghai,Shanghai,5.451,16,perez,Mexican,force_india,Indian
4,2000,spa,Spa,7.004,20,michael_schumacher,German,ferrari,Italian
16,2013,interlagos,São Paulo,4.309,15,maldonado,Venezuelan,williams,British
19,2021,istanbul,Istanbul,5.338,14,sainz,Spanish,ferrari,Italian
3,2008,istanbul,Istanbul,5.338,14,hamilton,British,mclaren,British
6,2013,marina_bay,Marina Bay,4.94,19,massa,Brazilian,ferrari,Italian
19,2000,hockenheimring,Hockenheim,4.574,16,diniz,Brazilian,sauber,Swiss
19,2020,imola,Imola,4.909,19,latifi,Canadian,williams,British
16,1997,albert_park,Melbourne,5.278,16,nakano,Japanese,prost,French
2,2016,villeneuve,Montreal,4.361,14,rosberg,German,mercedes,German
2,2018,red_bull_ring,Spielberg,4.318,10,hamilton,British,mercedes,German
15,2017,marina_bay,Marina Bay,4.94,19,grosjean,French,haas,American
9,2015,villeneuve,Montreal,4.361,14,ricciardo,Australian,red_bull,Austrian
22,2016,monza,Monza,5.793,11,ocon,French,manor,British
20,2002,sepang,Kuala Lumpur,5.543,15,irvine,British,jaguar,British
6,2021,ricard,Le Castellet,5.842,15,gasly,French,alphatauri,Italian
1,2013,marina_bay,Marina Bay,4.94,19,vettel,German,red_bull,Austrian
19,2003,red_bull_ring,Spielberg,4.318,10,alonso,Spanish,renault,French
7,2007,interlagos,São Paulo,4.309,15,kubica,Polish,bmw_sauber,German
13,2024,monaco,Monte-Carlo,3.337,19,stroll,Canadian,aston_martin,British
14,2010,silverstone,Silverstone,5.891,18,button,British,mclaren,British
5,2005,albert_park,Melbourne,5.278,16,coulthard,British,red_bull,Austrian
17,2002,albert_park,Melbourne,5.278,16,bernoldi,Brazilian,arrows,British
12,2018,silverstone,Silverstone,5.891,18,perez,Mexican,force_india,Indian
13,2014,monza,Monza,5.793,11,hulkenberg,German,force_india,Indian
11,2023,villeneuve,Montreal,4.361,14,sainz,Spanish,ferrari,Italian
16,2006,hockenheimring,Hockenheim,4.574,16,liuzzi,Italian,toro_rosso,Italian
8,2011,catalunya,Montmeló,4.657,14,massa,Brazilian,ferrari,Italian
1,2022,spa,Spa,7.004,20,sainz,Spanish,ferrari,Italian
9,2002,suzuka,Suzuka,5.807,18,villeneuve,Canadian,bar,British
6,2022,spa,Spa,7.004,20,albon,Thai,williams,British
4,2024,americas,Austin,5.513,20,leclerc,Monegasque,ferrari,Italian
10,2017,rodriguez,Mexico City,4.304,17,massa,Brazilian,williams,British
17,2004,silverstone,Silverstone,5.891,18,panis,French,toyota,Japanese
21,2006,bahrain,Sakhir,5.412,15,ide,Japanese,super_aguri,Japanese
9,2024,imola,Imola,4.909,19,ricciardo,Australian,rb,Italian
1,2005,albert_park,Melbourne,5.278,16,fisichella,Italian,renault,French
5,2011,suzuka,Suzuka,5.807,18,alonso,Spanish,ferrari,Italian
3,2018,monza,Monza,5.793,11,hamilton,British,mercedes,German
21,2014,silverstone,Silverstone,5.891,18,ericsson,Swedish,caterham,Malaysian
6,2005,catalunya,Montmeló,4.657,14,fisichella,Italian,renault,French
8,2024,catalunya,Montmeló,4.657,14,ocon,French,alpine,French
3,2021,red_bull_ring,Spielberg,4.318,10,perez,Mexican,red_bull,Austrian
19,2022,yas_marina,Abu Dhabi,5.281,16,albon,Thai,williams,British
10,2023,miami,Miami,5.412,19,bottas,Finnish,alfa,Swiss
13,2021,silverstone,Silverstone,5.891,18,raikkonen,Finnish,alfa,Swiss
13,2020,nurburgring,Nürburg,5.148,15,kvyat,Russian,alphatauri,Italian
12,2007,albert_park,Melbourne,5.278,16,rosberg,German,williams,British
1,2002,villeneuve,Montreal,4.361,14,montoya,Colombian,williams,British
11,2018,marina_bay,Marina Bay,4.94,19,alonso,Spanish,mclaren,British
22,2001,indianapolis,Indianapolis,4.192,13,yoong,Malaysian,minardi,Italian
17,2015,suzuka,Suzuka,5.807,18,max_verstappen,Dutch,toro_rosso,Italian
19,2019,red_bull_ring,Spielberg,4.318,10,sainz,Spanish,mclaren,British
5,2001,monaco,Monte-Carlo,3.337,19,ralf_schumacher,German,williams,British
20,2010,istanbul,Istanbul,5.338,14,kovalainen,Finnish,lotus_racing,Malaysian
17,2009,monaco,Monte-Carlo,3.337,19,kubica,Polish,bmw_sauber,German
3,2007,spa,Spa,7.004,20,alonso,Spanish,mclaren,British
20,2011,silverstone,Silverstone,5.891,18,glock,German,virgin,British
23,2010,albert_park,Melbourne,5.278,16,glock,German,virgin,British
3,2022,catalunya,Montmeló,4.657,14,sainz,Spanish,ferrari,Italian
4,2006,sepang,Kuala Lumpur,5.543,15,webber,Australian,williams,British
12,1998,nurburgring,Nürburg,5.148,15,barrichello,Brazilian,stewart,British
2,2002,spa,Spa,7.004,20,raikkonen,Finnish,mclaren,British
6,2024,baku,Baku,6.003,20,max_verstappen,Dutch,red_bull,Austrian
5,2019,suzuka,Suzuka,5.807,18,max_verstappen,Dutch,red_bull,Austrian
14,2020,imola,Imola,4.909,19,vettel,German,ferrari,Italian
22,2000,spa,Spa,7.004,20,mazzacane,Argentine,minardi,Italian
2,2011,interlagos,São Paulo,4.309,15,webber,Australian,red_bull,Austrian
16,2015,suzuka,Suzuka,5.807,18,nasr,Brazilian,sauber,Swiss
6,1997,imola,Imola,4.909,19,fisichella,Italian,jordan,Irish
5,2000,villeneuve,Montreal,4.361,14,frentzen,German,jordan,Irish
22,2011,hungaroring,Budapest,4.381,14,ricciardo,Australian,hrt,Spanish
12,2013,monza,Monza,5.793,11,hamilton,British,mercedes,German
6,2008,istanbul,Istanbul,5.338,14,webber,Australian,red_bull,Austrian
18,2012,spa,Spa,7.004,20,kovalainen,Finnish,caterham,Malaysian
14,2010,spa,Spa,7.004,20,rosberg,German,mercedes,German
13,2011,istanbul,Istanbul,5.338,14,resta,British,force_india,Indian
16,2004,magny_cours,Magny Cours,4.411,16,massa,Brazilian,sauber,Swiss
4,2003,silverstone,Silverstone,5.891,18,ralf_schumacher,German,williams,British
7,2018,interlagos,São Paulo,4.309,15,leclerc,Monegasque,sauber,Swiss
3,2003,magny_cours,Magny Cours,4.411,16,michael_schumacher,German,ferrari,Italian
17,2012,valencia,Valencia,5.419,25,ricciardo,Australian,toro_rosso,Italian
3,2011,suzuka,Suzuka,5.807,18,hamilton,British,mclaren,British
10,2022,monza,Monza,5.793,11,latifi,Canadian,williams,British
3,2009,valencia,Valencia,5.419,25,barrichello,Brazilian,brawn,British
7,1996,nurburgring,Nürburg,5.148,15,irvine,British,ferrari,Italian
21,2013,albert_park,Melbourne,5.278,16,garde,Dutch,caterham,Malaysian
6,2010,hockenheimring,Hockenheim,4.574,16,hamilton,British,mclaren,British
11,2015,monaco,Monte-Carlo,3.337,19,hulkenberg,German,force_india,Indian
3,2011,sepang,Kuala Lumpur,5.543,15,webber,Australian,red_bull,Austrian
4,2008,hungaroring,Budapest,4.381,14,kubica,Polish,bmw_sauber,German
2,2006,indianapolis,Indianapolis,4.192,13,massa,Brazilian,ferrari,Italian
12,2007,monaco,Monte-Carlo,3.337,19,liuzzi,Italian,toro_rosso,Italian
4,2007,bahrain,Sakhir,5.412,15,alonso,Spanish,mclaren,British
23,2010,silverstone,Silverstone,5.891,18,chandhok,Indian,hrt,Spanish
7,2019,hungaroring,Budapest,4.381,14,norris,British,mclaren,British
2,2023,vegas,Las Vegas,6.201,17,max_verstappen,Dutch,red_bull,Austrian
12,2004,catalunya,Montmeló,4.657,14,fisichella,Italian,sauber,Swiss
8,2021,bahrain,Sakhir,5.412,15,sainz,Spanish,ferrari,Italian
15,2023,yas_marina,Abu Dhabi,5.281,16,ricciardo,Australian,alphatauri,Italian
7,2021,portimao,Portimão,4.653,15,norris,British,mclaren,British
12,1998,magny_cours,Magny Cours,4.411,16,trulli,Italian,prost,French
14,2004,hockenheimring,Hockenheim,4.574,16,fisichella,Italian,sauber,Swiss
4,2003,hockenheimring,Hockenheim,4.574,16,trulli,Italian,renault,French
8,2013,silverstone,Silverstone,5.891,18,raikkonen,Finnish,lotus_f1,British
2,2022,monza,Monza,5.793,11,russell,British,mercedes,German
4,2013,americas,Austin,5.513,20,hulkenberg,German,sauber,Swiss
9,2018,silverstone,Silverstone,5.891,18,leclerc,Monegasque,sauber,Swiss
5,1999,sepang,Kuala Lumpur,5.543,15,herbert,British,stewart,British
19,2004,hungaroring,Budapest,4.381,14,bruni,Italian,minardi,Italian
13,2000,sepang,Kuala Lumpur,5.543,15,fisichella,Italian,benetton,Italian
16,2008,monaco,Monte-Carlo,3.337,19,bourdais,French,toro_rosso,Italian
3,2002,interlagos,São Paulo,4.309,15,ralf_schumacher,German,williams,British
0,2016,red_bull_ring,Spielberg,4.318,10,massa,Brazilian,williams,British
3,2021,monza,Monza,5.793,11,norris,British,mclaren,British
24,2011,villeneuve,Montreal,4.361,14,alguersuari,Spanish,toro_rosso,Italian
2,2019,suzuka,Suzuka,5.807,18,leclerc,Monegasque,ferrari,Italian
13,2012,bahrain,Sakhir,5.412,15,hulkenberg,German,force_india,Indian
4,2006,interlagos,São Paulo,4.309,15,alonso,Spanish,renault,French
20,2005,imola,Imola,4.909,19,albers,Dutch,minardi,Italian
16,2012,shanghai,Shanghai,5.451,16,hulkenberg,German,force_india,Indian
12,2001,red_bull_ring,Spielberg,4.318,10,villeneuve,Canadian,bar,British
15,2014,sepang,Kuala Lumpur,5.543,15,grosjean,French,lotus_f1,British
10,2006,bahrain,Sakhir,5.412,15,heidfeld,German,bmw_sauber,German
8,1996,hockenheimring,Hockenheim,4.574,16,irvine,British,ferrari,Italian
18,2008,spa,Spa,7.004,20,sutil,German,force_india,Indian
5,2020,istanbul,Istanbul,5.338,14,ricciardo,Australian,renault,French
14,2009,marina_bay,Marina Bay,4.94,19,trulli,Italian,toyota,Japanese
3,2020,hungaroring,Budapest,4.381,14,stroll,Canadian,racing_point,British
12,2019,albert_park,Melbourne,5.278,16,ricciardo,Australian,renault,French
4,2021,spa,Spa,7.004,20,ricciardo,Australian,mclaren,British
11,2019,sochi,Sochi,5.848,15,perez,Mexican,racing_point,British
19,2001,imola,Imola,4.909,19,fisichella,Italian,benetton,Italian
14,2012,americas,Austin,5.513,20,vergne,French,toro_rosso,Italian
15,2004,suzuka,Suzuka,5.807,18,barrichello,Brazilian,ferrari,Italian
9,1999,silverstone,Silverstone,5.891,18,villeneuve,Canadian,bar,British
11,2007,sepang,Kuala Lumpur,5.543,15,kovalainen,Finnish,renault,French
12,2000,silverstone,Silverstone,5.891,18,fisichella,Italian,benetton,Italian
20,2023,interlagos,São Paulo,4.309,15,zhou,Chinese,alfa,Swiss
