fastestLapTime
92.662
87.639
90.579
89.123
88.98
91.353
87.831
93.189
82.258
78.938
82.095
79.206
80.989
82.842
89.288
92.188
81.273
81.461
79.378
81.824
79.632
80.71
80.997
81.262
84.855
82.958
84.621
79.968
83.448
80.134
78.61
78.712
110.553
80.414
84.818
91.282
93.707
90.671
90.944
183.566
109.559
108.612
107.903
108.288
109.773
107.643
108.336
108.49
92.213
90.264
93.382
89.984
92.699
94.372
90.552
107.856
85.362
85.206
92.08
90.553
91.49
90.531
91.765
92.508
86.852
93.305
88.523
118.465
109.966
115.722
95.477
89.653
86.682
85.581
85.608
85.205
86.12
86.482
86.461
113.469
92.426
88.931
92.169
89.667
90.772
91.897
90.0
86.238
91.092
90.479
89.542
89.503
90.192
89.997
90.852
90.811
84.369
82.815
89.48
91.633
89.888
88.966
89.226
82.743
82.078
82.791
83.72
83.225
81.363
84.05
82.004
82.602
82.472
81.769
82.09
84.168
82.697
83.233
96.595
84.616
93.606
90.104
91.396
92.958
92.668
94.592
82.55
84.66
91.372
92.369
92.925
91.93
92.882
91.93
95.893
97.746
91.408
91.443
90.367
90.163
91.343
91.005
91.099
89.413
85.627
81.547
96.981
96.998
82.722
83.559
82.043
100.661
96.166
95.435
81.866
83.062
82.283
82.483
83.576
98.127
86.863
84.647
86.447
87.754
85.028
88.911
86.827
84.026
105.613
106.339
104.445
84.747
86.199
85.791
85.786
83.762
94.533
95.843
95.28
97.024
93.621
96.557
94.757
96.377
98.077
95.064
93.651
93.421
94.767
95.596
96.649
95.519
87.687
89.418
87.905
88.223
104.043
105.347
106.407
106.977
98.784
116.481
96.245
82.359
82.889
96.383
88.65
86.652
113.587
116.704
114.685
115.753
114.198
115.854
118.665
113.441
81.733
84.04
85.006
83.889
85.626
114.655
116.943
113.905
106.504
111.702
107.682
110.569
81.957
86.347
83.102
85.769
98.08
87.557
86.11
87.027
92.657
89.945
109.625
110.304
107.518
109.22
105.882
117.809
113.067
117.149
117.468
115.616
105.798
104.852
109.372
108.495
105.932
104.753
109.263
104.35
82.824
93.016
83.07
83.648
84.332
83.907
86.007
90.184
82.941
84.349
83.028
84.163
81.916
83.399
84.082
84.844
109.771
111.734
110.636
108.846
110.987
109.097
115.116
109.026
107.735
105.517
108.707
148.27
108.955
108.302
108.509
119.611
84.954
84.059
82.873
85.008
84.869
85.913
111.654
109.176
82.76
83.181
80.912
80.507
81.562
81.882
84.018
81.932
82.099
82.257
100.435
82.343
80.093
84.331
85.653
89.133
87.257
72.207
72.598
72.375
72.535
72.862
